epoch,accuracy,loss,val_accuracy,val_loss
0,0.803428590297699,0.6494255661964417,0.9446666836738586,0.16953743994235992
1,0.977142870426178,0.07974060624837875,0.9643333554267883,0.1062038466334343
2,0.9950000047683716,0.024105088785290718,0.9679999947547913,0.09140997380018234
3,0.9975714087486267,0.012997266836464405,0.9673333168029785,0.09412604570388794
4,0.99871426820755,0.009164449758827686,0.9660000205039978,0.1050986498594284
